mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
MSTRG.15084.1	417	219	0.504	-0.12362639853	0.0376619498756129
MSTRG.15081.1	257	90	1.0364	-0.070443276962	0.0492509230279113
MSTRG.15082.1	4438	213	0.7324	0.00308689019496	0.0805326874877192
MSTRG.15085.1	2745	186	1.0188	-0.115505836945	0.0729214330978245
MSTRG.15090.1	71415	552	0.4331	-0.40083505971	0.0227150668861254
MSTRG.15091.1	87489	753	0.9681	0.189095365252	0.67262068510688
MSTRG.15094.1	28956	429	0.726	0.0690609055889	0.233003898799124
MSTRG.15093.1	3543	267	0.653	-0.130660457892	0.0618598373510591
MSTRG.15092.1	536	111	1.0208	-0.32691110257	0.0199792226548019
MSTRG.15095.1	7711	417	0.5627	-0.515952539352	0.0299689270419913
MSTRG.15096.1	16187	393	0.4941	-0.215951180127	0.0601195611421091
MSTRG.15097.1	1469	141	0.804	0.0517188846551	0.0722018812442156
MSTRG.15098.1	1327	165	0.8133	-0.517948741413	0.00911538513780086
MSTRG.15099.1	20562	372	0.5317	-0.270521697121	0.0408411309684278
MSTRG.15100.1	12624	330	0.5889	-0.0765037302882	0.0851486653921949
MSTRG.15101.1	1419	222	1.2395	0.176471543035	0.343510118319893
MSTRG.15102.1	50317	522	1.279	0.303518367796	0.724643461162116
MSTRG.15102.2	25883	522	1.279	0.303518367796	0.823247451333476
MSTRG.15104.1	43561	1056	0.9646	0.0791077456252	0.970019830175873
MSTRG.15103.1	218	171	0.6905	-0.0643841823853	0.0477250608338009
MSTRG.15105.1	323	111	0.9432	0.29352324917	0.183087521458225
MSTRG.15107.1	8795	390	0.8225	0.0316214095749	0.273802461650209
MSTRG.15107.2	6841	390	0.7611	-0.041000870925	0.20736783486925
MSTRG.15106.1	398	99	0.9661	-0.119754206022	0.0380150387762897
MSTRG.15108.1	263	204	0.46	-0.125729833737	0.0311954549497009
MSTRG.15109.1	235	93	1.109	-0.0386883607193	0.0645666347137386
MSTRG.15110.1	317	54	0.6918	-0.60521808947	0.00235511465420797
MSTRG.15111.1	398	114	0.7872	-0.190611088915	0.0230858846216183
MSTRG.15115.1	28824	450	0.7092	-0.364143882458	0.0552420173060713
MSTRG.15115.2	21875	450	0.7092	-0.364143882458	0.0643536670834685
MSTRG.15115.3	19519	450	0.7092	-0.364143882458	0.0677487468239296
MSTRG.15115.4	18282	450	0.7092	-0.364143882458	0.0695971357998165
MSTRG.15116.1	11048	288	0.9142	-0.155090645215	0.0865142945567273
MSTRG.15116.2	11007	288	0.9142	-0.155090645215	0.0865900311451794
MSTRG.15114.1	8439	237	0.8088	0.200417123788	0.196778566346657
MSTRG.15113.1	982	363	1.1908	0.300159435667	0.688936585105965
MSTRG.15120.1	81373	615	1.0739	0.33545010271	0.659763279769295
MSTRG.15120.2	81354	615	1.0739	0.33545010271	0.659862924043299
MSTRG.15121.1	9982	333	0.5228	-0.154364865319	0.0610970411367731
MSTRG.15120.3	33103	342	0.8414	0.128076573157	0.188430411992692
MSTRG.15117.1	253	237	1.0408	0.0227967171324	0.180933970360413
MSTRG.15118.1	54856	888	1.1814	-0.101525170111	0.840935242194666
MSTRG.15118.2	63824	888	1.1814	-0.101525170111	0.810869306670064
MSTRG.15118.3	63820	888	1.1814	-0.101525170111	0.810883639121539
MSTRG.15118.4	63542	888	1.1814	-0.101525170111	0.811877704736958
MSTRG.15119.1	2907	789	0.9478	0.38918946861	0.976715720949943
MSTRG.15131.2	30808	720	1.0103	0.045191863398	0.785226405184777
MSTRG.15131.1	30808	720	1.0103	0.045191863398	0.785226405184777
MSTRG.15131.3	29956	720	1.0103	0.045191863398	0.788564528910863
MSTRG.15131.4	9478	720	1.0103	0.045191863398	0.857509477154515
MSTRG.15132.1	14302	1128	0.9565	0.217963119574	0.994688903221784
MSTRG.15132.2	3651	1128	0.9565	0.217963119574	0.9958541339781
MSTRG.15132.3	4441	1128	0.9565	0.217963119574	0.9957772246411
MSTRG.15132.4	12816	1128	0.9565	0.217963119574	0.99486920986085
MSTRG.15132.5	14013	1119	0.9565	0.233358627649	0.994713938629574
MSTRG.15129.1	6583	924	0.6253	0.0571326135395	0.935072424209753
MSTRG.15130.1	12664	615	0.9467	0.195046827092	0.811074400848936
MSTRG.15130.2	12906	615	0.9467	0.195046827092	0.810206459276227
MSTRG.15122.1	401	99	1.0251	-0.0404087920883	0.0574887645182
MSTRG.15123.1	422	336	0.8721	-0.206610875844	0.113927487411323
MSTRG.15124.1	3179	186	0.7178	-0.116007770192	0.042507885367884
MSTRG.15128.1	10795	819	0.9673	0.0312544164639	0.912252244374251
MSTRG.15125.1	218	108	0.8067	-0.101530673102	0.0328056481299594
MSTRG.15126.1	204	42	1.0709	-0.567311353384	0.00510327339289727
MSTRG.15127.1	360	96	0.8268	-0.289360716775	0.0147119081685034
MSTRG.15133.1	59979	2280	0.4642	-0.350166586989	0.999902957518523
MSTRG.15133.2	15778	627	1.1722	0.331587250183	0.920448871213474
MSTRG.15140.1	50478	582	0.7686	-0.0481970310791	0.270839278677367
MSTRG.15140.2	32404	345	0.6535	-0.244596110092	0.0357300153032628
MSTRG.15140.3	43877	345	0.6535	-0.244596110092	0.0275599863961964
MSTRG.15140.4	29774	345	0.6535	-0.244596110092	0.0379086145558788
MSTRG.15140.5	58888	582	0.7686	-0.0481970310791	0.233819965121976
MSTRG.15140.6	37647	345	0.6535	-0.244596110092	0.0317412779126067
MSTRG.15140.7	59067	582	0.7686	-0.0481970310791	0.233071551219495
MSTRG.15140.8	24212	345	0.6535	-0.244596110092	0.0429435221832685
MSTRG.15140.9	13276	345	0.6535	-0.244596110092	0.0547609650652991
MSTRG.15141.1	207822	1158	0.8929	0.085113587245	0.566147241787758
MSTRG.15141.2	203585	1158	0.8929	0.085113587245	0.590285373121944
MSTRG.15141.3	24328	366	0.7837	-0.040849664916	0.132390326427385
MSTRG.15134.1	226	78	0.8089	-0.136180585521	0.0232471595033226
MSTRG.15138.1	69152	597	0.9854	-0.0510951951962	0.283514437348555
MSTRG.15138.2	69011	597	0.9854	-0.0510951951962	0.284184123657084
MSTRG.15138.3	10707	306	0.5496	-0.298009051977	0.0298438333178707
MSTRG.15138.4	30881	597	0.9854	-0.0510951951962	0.491774598992639
MSTRG.15136.1	22635	858	0.7235	0.0432708638194	0.874569008020012
MSTRG.15135.1	1043	159	1.0562	0.170663622999	0.18874748858023
MSTRG.15137.1	7491	339	0.9211	0.238137174744	0.429162475492467
MSTRG.15137.2	6062	339	0.9211	0.238137174744	0.437360602808285
MSTRG.15139.1	1819	393	0.8719	0.17450072385	0.471346496751782
MSTRG.15144.1	70408	2262	0.4411	-0.461809354342	0.999767709123463
MSTRG.15144.2	44848	456	0.6553	-0.151799747336	0.0829920362691755
MSTRG.15144.3	11657	456	0.6553	-0.151799747336	0.164259082307958
MSTRG.15145.1	123386	1041	0.5126	-0.327071112508	0.26937073424576
MSTRG.15145.2	70190	1041	0.5126	-0.327071112508	0.560967885900613
MSTRG.15145.3	21156	696	0.5324	-0.491039562116	0.150275471244189
MSTRG.15142.1	46835	1377	0.801	0.321666891083	0.998348106042533
MSTRG.15143.1	425	108	0.7186	0.148207156845	0.0736845139575547
MSTRG.15146.1	218304	1110	1.214	0.558348144858	0.900862133916259
MSTRG.15146.2	217177	1110	1.214	0.558348144858	0.903189137438173
MSTRG.15146.3	2725	1110	1.214	0.558348144858	0.999285904621606
MSTRG.15147.1	8768	1143	1.0341	0.12064088414	0.994603477003228
MSTRG.15148.1	16493	939	0.6074	0.19805452328	0.956350126227547
MSTRG.15149.1	80146	513	0.6674	-0.3599290708	0.0254762099899032
MSTRG.15149.3	78124	513	0.6674	-0.3599290708	0.02667580013721
MSTRG.15149.2	78124	513	0.6674	-0.3599290708	0.02667580013721
MSTRG.15149.4	21317	513	0.6674	-0.3599290708	0.0936652169351873
MSTRG.15150.1	381	117	0.6954	0.11385057141	0.0660469545447625
MSTRG.15151.1	13020	363	0.6489	0.0265987271826	0.166261638895042
MSTRG.15151.2	12966	363	0.6489	0.0265987271826	0.166436606917493
MSTRG.15151.3	169888	6828	0.656	-0.800064295756	1
MSTRG.15151.4	7754	336	0.5964	-0.251983015342	0.0511358644389507
MSTRG.15152.1	166952	7152	0.8042	-0.418930529246	1
MSTRG.15152.2	11045	279	0.5214	-0.295050494312	0.0235553427036012
MSTRG.15151.5	7237	336	0.5964	-0.251983015342	0.05172516422418
MSTRG.15152.3	11376	279	0.5214	-0.295050494312	0.0233781173589957
MSTRG.15154.1	917	600	1.0911	0.128019171341	0.834481688072626
MSTRG.15153.1	214	30	1.1913	0.0431784852185	0.0666278798987515
MSTRG.15157.1	43481	399	0.5979	-0.173702889786	0.0484268241268727
MSTRG.15157.2	41769	399	0.5979	-0.173702889786	0.0503037608008475
MSTRG.15157.3	16700	255	0.739	-0.366631048229	0.0194958635042191
MSTRG.15158.1	29892	408	0.7137	-0.265254501885	0.0598293338838804
MSTRG.15158.2	27712	408	0.7137	-0.265254501885	0.0627594801433877
MSTRG.15155.1	240	114	0.6641	-0.367555314342	0.00906833320989808
MSTRG.15156.1	355	123	0.8962	-0.0702611749719	0.0481327399620722
MSTRG.15165.1	91439	1512	1.0411	-0.163142212435	0.991842287473161
MSTRG.15165.2	91624	1512	1.0411	-0.163142212435	0.991807239203628
MSTRG.15165.3	16342	1512	1.0411	-0.163142212435	0.998579350233105
MSTRG.15165.4	15021	1512	1.0411	-0.163142212435	0.998622469011122
MSTRG.15159.1	283	111	0.8394	0.00333373520041	0.0534480327595699
MSTRG.15160.1	202	39	0.6072	-0.394638831682	0.00427475701190586
MSTRG.15161.1	283	144	0.6059	0.00717751647813	0.0450231831421891
MSTRG.15162.1	866	351	0.9109	-0.0294119791842	0.239262237597331
MSTRG.15163.1	206	84	0.7474	-0.214008521244	0.0158773138495423
MSTRG.15164.1	359	120	0.6605	-0.0870023403772	0.0289448491294485
MSTRG.15166.1	48064	498	0.7164	-0.301728486374	0.064538268068196
MSTRG.15167.1	111384	5643	0.5658	-0.144290105331	1
MSTRG.15168.1	12091	327	0.591	-0.0706491131744	0.0866124776994887
MSTRG.15167.2	4720	1500	1.2	0.311172620879	0.999873471986023
MSTRG.15167.3	13396	1500	1.2	0.311172620879	0.999845043032062
MSTRG.15167.4	13212	1500	1.2	0.311172620879	0.999845707675843
MSTRG.15167.5	13198	1500	1.2	0.311172620879	0.999845758129722
MSTRG.15170.1	5738	234	0.8153	0.111741670475	0.152444660664087
MSTRG.15171.1	727	465	0.7223	-0.0169053104012	0.347412771350853
MSTRG.15172.1	416	195	0.8016	-0.187897958083	0.0421602635234163
MSTRG.15173.1	966	222	0.8168	-0.371977413024	0.0249514661027321
MSTRG.15174.1	9733	207	0.5533	-0.487168837549	0.00710632074205674
MSTRG.15175.1	18036	2877	0.8001	0.269655147426	0.999999979177494
MSTRG.15175.2	18002	2877	0.8001	0.269655147426	0.999999979194029
MSTRG.15175.3	4659	264	0.6277	-0.361880293589	0.0227728959465433
MSTRG.15169.1	388	111	1.3251	0.254624024837	0.279711308121303
MSTRG.15176.1	21171	1032	1.289	0.432075889357	0.997193859816523
MSTRG.15177.1	49426	621	0.4691	0.0120687997794	0.269936506710773
MSTRG.15177.2	19085	336	0.8585	0.0996494771436	0.220898848874879
MSTRG.15178.1	371	24	0.7096	-0.0350498704301	0.0197952776814364
MSTRG.15180.1	20462	741	0.489	-0.420946010873	0.234042062037935
MSTRG.15179.1	294	69	0.9042	-0.199246298242	0.0201301975202397
MSTRG.15183.1	36631	426	0.626	-0.00475354973517	0.132370030837095
MSTRG.15183.2	36209	426	0.626	-0.00475354973517	0.133506533490176
MSTRG.15181.1	28205	1020	0.8222	0.172368331452	0.975689868573736
MSTRG.15182.1	3147	195	0.6433	0.166396969987	0.115794866304632
MSTRG.15185.1	5702	291	0.7259	-0.365157024748	0.0316931762221847
MSTRG.15185.2	62199	408	0.4547	-0.216637857897	0.0220464612784919
MSTRG.15185.3	5529	291	0.7259	-0.365157024748	0.0318174579754439
MSTRG.15185.4	2474	402	0.565	-0.021896358485	0.1917281183606
MSTRG.15185.5	45760	408	0.4547	-0.216637857897	0.0320396248722997
MSTRG.15185.6	20355	375	0.4769	-0.0198986444473	0.099112916431015
MSTRG.15185.7	4722	312	0.775	-0.0217395756885	0.148094026464789
MSTRG.15186.1	7245	267	0.6687	-0.128169983626	0.0591813351371776
MSTRG.15186.3	2335	267	0.6687	-0.128169983626	0.0659013254010086
MSTRG.15186.2	1431	267	0.6687	-0.128169983626	0.0672135242131817
MSTRG.15187.1	5854	330	0.6045	-0.124057310542	0.0845869604199729
MSTRG.15187.2	5650	330	0.6045	-0.124057310542	0.0849567637806349
MSTRG.15187.3	5471	291	0.5653	-0.231017199461	0.0405318296503431
MSTRG.15187.4	1549	258	0.877	-0.128763874993	0.0900477923900342
MSTRG.15190.1	11720	576	0.7435	0.0558565125623	0.562335772689091
MSTRG.15190.2	12680	576	0.7435	0.0558565125623	0.556807904896909
MSTRG.15190.3	5255	576	0.7435	0.0558565125623	0.599096013777655
MSTRG.15184.1	2163	339	0.5685	-0.0469090865142	0.121112365650857
MSTRG.15188.1	47540	1350	1.0272	0.291485425741	0.998483966878719
MSTRG.15189.1	8466	1482	1.259	0.38993698722	0.999897879536737
MSTRG.15189.3	6391	1482	1.259	0.38993698722	0.999902711945989
MSTRG.15189.2	7947	1482	1.259	0.38993698722	0.999899110275896
MSTRG.15189.4	6511	1482	1.259	0.38993698722	0.999902438817129
MSTRG.15189.5	5752	1482	1.259	0.38993698722	0.99990415353344
MSTRG.15191.1	1458	774	0.6555	0.260990755321	0.930492928185988
MSTRG.15192.1	1432	255	0.5575	-0.125573088678	0.0515094721130781
MSTRG.15193.1	23374	309	0.7654	-0.0783046113034	0.0789866042005382
MSTRG.15195.1	78399	672	1	0.110384953382	0.521347420918639
MSTRG.15195.2	78381	672	1	0.110384953382	0.521452369473504
MSTRG.15195.3	78285	570	0.9924	0.322689865555	0.551297915401713
MSTRG.15194.1	809	264	0.8014	-0.177391674547	0.0696631830827647
MSTRG.15208.1	24889	3330	1.2898	0.467191861395	0.999999999833238
MSTRG.15208.2	24558	3330	1.2898	0.467191861395	0.999999999834523
MSTRG.15200.1	15957	393	0.6364	-0.000888059690855	0.167965428216524
MSTRG.15200.2	15957	393	0.6364	-0.000888059690855	0.167965428216524
MSTRG.15198.1	7684	318	0.3908	-0.256808764051	0.0307352007488562
MSTRG.15196.1	1909	252	1.1015	0.292645236939	0.444155112639176
MSTRG.15197.1	2311	351	0.7598	0.0397017847152	0.233451445161963
MSTRG.15199.1	9781	414	0.5482	-0.256666771583	0.0748787476556993
MSTRG.15201.1	285	150	0.8498	-0.0331370066656	0.0616589184129615
MSTRG.15202.1	334	177	0.5645	0.081927810575	0.0698537624272164
MSTRG.15203.1	653	261	1.088	0.39958610616	0.570060991780603
MSTRG.15204.1	1049	180	0.8264	0.0717131299434	0.105392528407724
MSTRG.15205.1	6128	249	0.4198	-0.203012343568	0.0256101896279028
MSTRG.15206.1	10769	264	0.4242	-0.499950356669	0.00780726340823904
MSTRG.15207.1	61557	795	0.941	0.113110916325	0.780396668654219
MSTRG.15207.2	61170	795	0.941	0.113110916325	0.781942360316026
MSTRG.15207.3	60957	795	0.941	0.113110916325	0.782789736080563
MSTRG.15209.1	29497	408	0.8699	0.000427944690285	0.202846021890208
MSTRG.15209.2	29540	408	0.8699	0.000427944690285	0.202683613775519
MSTRG.15209.3	29519	408	0.8699	0.000427944690285	0.202762917248116
MSTRG.15209.4	19539	408	0.8699	0.000427944690285	0.243067484221221
MSTRG.15210.1	48100	1056	0.9646	0.0708940772044	0.965681394402948
MSTRG.15214.1	43474	393	0.5826	-0.112844612905	0.0572792647074484
MSTRG.15214.2	28504	393	0.5826	-0.112844612905	0.079360934135147
MSTRG.15211.1	258	108	1.2097	0.0820874407387	0.131868685029066
MSTRG.15215.1	10766	501	1.0433	0.0958336218233	0.61128267690514
MSTRG.15215.2	9465	501	1.0433	0.0958336218233	0.618480705541989
MSTRG.15215.3	9422	501	1.0433	0.0958336218233	0.618717744439215
MSTRG.15215.4	9211	501	1.0433	0.0958336218233	0.619880067530604
MSTRG.15215.5	9080	501	1.0433	0.0958336218233	0.620601009282378
MSTRG.15212.1	38587	993	0.4954	-0.19025330299	0.76214859247267
MSTRG.15213.1	1039	399	0.8461	-0.477802218419	0.0590700144942131
MSTRG.15219.1	59754	4914	1.0493	-0.00985170967144	1
MSTRG.15216.1	220	207	0.8935	-0.111290946502	0.0725670953471598
MSTRG.15217.1	24572	414	0.5205	-0.439461995467	0.0251232666730018
MSTRG.15218.1	10808	393	0.8331	-0.43372458154	0.052967357064274
MSTRG.15224.1	338777	633	0.4786	-0.122328328078	0.000274368268523057
MSTRG.15224.2	91182	633	0.4786	-0.122328328078	0.0819771506389401
MSTRG.15224.3	165664	555	0.5271	-0.379396603839	0.00340284676832345
MSTRG.15225.1	374831	8799	1.0123	-0.139717265972	1
MSTRG.15225.2	376567	8799	1.0123	-0.139717265972	1
MSTRG.15225.3	368717	8799	1.0123	-0.139717265972	1
MSTRG.15225.4	375713	8799	1.0123	-0.139717265972	1
MSTRG.15225.5	327164	8799	1.0123	-0.139717265972	1
MSTRG.15225.6	113270	819	0.4698	-0.0816513669414	0.191594717038629
MSTRG.15225.7	255234	8799	1.0123	-0.139717265972	1
MSTRG.15225.8	254398	8799	1.0123	-0.139717265972	1
MSTRG.15225.9	4242	633	0.6979	0.158176370619	0.763186785361932
MSTRG.15223.1	43107	318	0.3853	-0.4674951189	0.00576367985168605
MSTRG.15223.2	9038	243	0.731	-0.443941795214	0.0154222167964319
MSTRG.15223.3	8571	243	0.9733	-0.23394864735	0.0553927739117882
MSTRG.15220.1	219	114	0.9055	0.143023810248	0.103686426452421
MSTRG.15221.1	417	117	0.5329	-0.553305260617	0.00340268782561399
MSTRG.15222.1	1882	183	0.5731	-0.26562879148	0.0182207885778809
MSTRG.15227.1	28790	564	0.471	-0.550149660323	0.038448673430735
MSTRG.15227.2	28392	564	0.471	-0.550149660323	0.0387939459470791
MSTRG.15227.6	18853	252	0.5489	-0.24669899303	0.0207750289161494
MSTRG.15227.5	28171	564	0.471	-0.550149660323	0.0389869504711448
MSTRG.15227.3	28275	564	0.471	-0.550149660323	0.038896010320238
MSTRG.15227.4	26526	564	0.471	-0.550149660323	0.0404527835564729
MSTRG.15227.7	18824	252	0.5489	-0.24669899303	0.0207888176177026
MSTRG.15227.8	26303	564	0.471	-0.550149660323	0.0406555144746647
MSTRG.15228.1	84662	417	0.417	-0.109035069028	0.0201858456747041
MSTRG.15228.2	31334	417	0.417	-0.109035069028	0.0668329204022916
MSTRG.15226.1	29975	486	0.427	-0.0498419033828	0.136331467823565
MSTRG.15230.1	11439	390	0.5515	-0.341035512531	0.0445831985254389
MSTRG.15230.2	35520	390	0.5515	-0.341035512531	0.0258958379540111
MSTRG.15231.1	18641	567	0.7824	-0.0660591217318	0.400803915157066
MSTRG.15231.2	26398	567	0.7824	-0.0660591217318	0.358160613926376
MSTRG.15229.1	131	15	0.6303	-0.588415242632	0.00170654905447856
MSTRG.15234.1	224578	1125	0.6851	-0.0324498289192	0.226076319801962
MSTRG.15234.2	42195	669	0.8913	0.163238978452	0.715781054120485
MSTRG.15232.1	217	99	0.9842	-0.268697046948	0.0218367757024832
MSTRG.15233.1	805	291	1.2636	0.311263807025	0.613133041065996
MSTRG.15235.1	4877	1152	1.0656	0.371640493743	0.998433344423419
MSTRG.15236.1	32854	3693	0.7782	-0.568366882009	0.999999997386433
MSTRG.15237.1	66947	636	0.4106	-0.531526114212	0.0258977500134112
MSTRG.15238.1	23721	414	1.1879	0.262992963361	0.616459321085638
MSTRG.15238.2	23721	414	1.1879	0.262992963361	0.616459321085638
MSTRG.15238.3	20119	414	1.1879	0.262992963361	0.636153150795057
MSTRG.15238.4	23693	414	1.1879	0.262992963361	0.616613989279933
MSTRG.15239.1	1147	180	0.5153	-0.111392752116	0.0302314032431047
MSTRG.15240.1	26891	447	0.9473	-0.0563537618064	0.247035772453255
MSTRG.15240.3	26672	447	0.9473	-0.0563537618064	0.247988788240914
MSTRG.15240.2	19997	447	0.9473	-0.0563537618064	0.278199898832563
MSTRG.15240.4	26619	447	0.9473	-0.0563537618064	0.248219796740382
MSTRG.15240.5	26490	447	0.9473	-0.0563537618064	0.248782664811374
MSTRG.15240.6	26497	447	0.9473	-0.0563537618064	0.248752099688756
MSTRG.15241.1	6955	288	0.7281	-0.0788918517425	0.09146448540127
MSTRG.15242.1	5032	1155	1.2618	0.378075709605	0.998958927093608
MSTRG.15243.1	412	186	1.0458	0.0213678032242	0.132581517156759
MSTRG.15244.1	30345	711	0.6109	-0.3960247014	0.21341919754582
MSTRG.15245.1	90441	453	0.5427	-0.577785552128	0.00431926941321689
MSTRG.15246.1	21804	291	0.6853	-0.290009801095	0.0275469213183662
MSTRG.15246.2	10078	291	0.6853	-0.290009801095	0.0359173500581395
MSTRG.15246.3	15942	291	0.6853	-0.290009801095	0.0314632214072029
MSTRG.15246.4	12662	228	1.0007	-0.0324015686026	0.102922486138045
MSTRG.15247.1	28976	381	0.5719	-0.0944847052522	0.0763136724646096
MSTRG.15248.1	14358	474	1.07	0.165883710681	0.624805421147887
MSTRG.15248.2	13578	474	1.07	0.165883710681	0.629067853481607
MSTRG.15249.1	2135	246	0.5073	-0.213015859823	0.0309079047310952
MSTRG.15250.1	5189	195	0.8061	-0.27007807922	0.0275893742886778
MSTRG.15251.1	351	138	1.2551	0.29438430663	0.327875489413036
MSTRG.15252.1	33861	402	0.4332	-0.0899005523014	0.0632502727623297
MSTRG.15254.1	39334	342	0.7118	0.0595810152291	0.106510309655887
MSTRG.15253.1	253	111	0.7734	-0.655054174068	0.00337498785639644
MSTRG.15260.1	54863	402	0.7655	-0.29247695399	0.0324122916192935
MSTRG.15260.2	30466	282	0.6974	0.0584288421147	0.0843881519074556
MSTRG.15255.1	208082	10056	1.055	-0.0771602298925	1
MSTRG.15255.2	207476	10056	1.055	-0.0771602298925	1
MSTRG.15256.1	19177	435	0.4254	-0.464136258772	0.0251196886817242
MSTRG.15259.1	43874	1290	0.8543	0.395724171081	0.998068354119318
MSTRG.15257.1	20897	5529	0.6838	-0.262770697659	1
MSTRG.15258.1	619	228	1.045	-0.0385265662217	0.138662802368872
MSTRG.15261.1	6190	1134	1.1093	0.227911138484	0.996952264188947
MSTRG.15262.1	42748	609	0.6718	-0.505909745131	0.0649912289298416
MSTRG.15263.1	84602	468	0.5454	-0.269179021991	0.0192858973627609
MSTRG.15264.1	4104	192	0.9575	-0.277695182781	0.0352901080788141
MSTRG.15264.2	48217	420	0.5184	-0.0271537550737	0.0768556779985092
MSTRG.15264.3	2028	180	0.5491	-0.245247079636	0.0184663473285108
MSTRG.15265.1	463171	3453	0.9225	-0.203720008421	0.999940864741994
MSTRG.15265.2	871064	3828	0.7857	0.00492257492389	0.97097310003946
MSTRG.15265.3	194591	3828	0.7857	0.00492257492389	0.999999995913861
MSTRG.15269.1	61905	336	0.8656	-0.0903219152604	0.0463352907145684
MSTRG.15269.2	61846	336	0.8656	-0.0903219152604	0.0463962432061477
MSTRG.15269.4	61663	336	0.8656	-0.0903219152604	0.0465857848117882
MSTRG.15269.3	61879	336	0.8656	-0.0903219152604	0.0463621417398804
MSTRG.15269.5	36170	336	0.8656	-0.0903219152604	0.0814267596619096
MSTRG.15269.6	61808	336	0.8656	-0.0903219152604	0.0464355411211816
MSTRG.15269.7	31405	291	0.962	-0.0157343266884	0.104117482261741
MSTRG.15266.1	107	33	0.888	0.359859812039	0.131834583465823
MSTRG.15267.1	223	138	0.7408	-0.134261871205	0.0315597592705148
MSTRG.15268.1	422	111	0.9578	-0.20609851705	0.0289323131084202
MSTRG.15270.1	3092	273	0.5687	-0.223438720342	0.0391170897888926
